"TOA5","10344","CR3000","10344","CR3000.Std.32.02","CPU:CR3000_6Sensors_4APR18.CR3","50113","FCRmet"
"TIMESTAMP","RECORD","BattV","PTemp_C","PAR_Den_Avg","PAR_Tot_Tot","BP_kPa_Avg","AirTC_Avg","RH","Rain_mm_Tot","WS_ms_Avg","WindDir","SR01Up_Avg","SR01Dn_Avg","IR01UpCo_Avg","IR01DnCo_Avg","NR01TK_Avg","Albedo_Avg"
"TS","RN","Volts","Deg C","umol/s/m^2","mmol/m^2","kPa","Deg C","%","mm","meters/second","degrees","W/m^2","W/m^2","W/m^2","W/m^2","K","W/m^2"
"","","Smp","Smp","Avg","Tot","Avg","Avg","Smp","Tot","Avg","Smp","Avg","Avg","Avg","Avg","Avg","Avg"
2021-02-03 18:00:00,652275,12.92, 4.001,   0.272,1.629310e-02,101.1, 2.249, 35.000,0.000,1.243,174.900,  -3.772, 1.898,235.0,332.8,277.2, -0.512
2021-02-03 19:00:00,652335,12.86, 2.463,   0.021,1.286342e-03,101.2, 0.495, 40.370,0.000,1.352,164.700,  -6.117, 1.438,230.3,329.7,275.6, -0.236
2021-02-03 20:00:00,652395,12.82, 1.451,   0.050,3.001531e-03,101.3, 0.757, 32.980,0.000,2.047, 52.500,  -4.266, 3.092,225.2,325.3,274.6, -0.726
2021-02-03 21:00:00,652455,12.79, 1.243,   0.029,1.715178e-03,101.3, 0.211, 33.700,0.000,0.911,322.700,  -5.734, 2.374,223.4,324.3,274.4, -0.414
2021-02-03 22:00:00,652515,12.77, 1.256,   0.079,4.716762e-03,101.3,-0.309, 39.580,0.000,2.909,352.500,  -4.975, 1.405,220.9,326.8,274.4, -0.288
2021-02-03 23:00:00,652575,12.75, 1.080,   0.079,4.716726e-03,101.3,-0.490, 36.810,0.000,2.736,342.300,  -5.105, 1.591,222.9,326.8,274.2, -0.312
2021-02-04 00:00:00,652635,12.73, 0.957,   0.121,7.289535e-03,101.3,-0.429, 40.080,0.000,6.667,  0.094,  -3.817, 1.379,220.7,325.7,274.1, -0.362
2021-02-04 01:00:00,652695,12.72, 0.764,   0.064,3.859171e-03,101.4,-0.761, 42.190,0.000,5.952,  9.360,  -4.348, 1.508,221.0,325.8,273.9, -0.353
2021-02-04 02:00:00,652755,12.70, 0.254,   0.086,5.145675e-03,101.4,-1.405, 48.250,0.000,5.953, 21.420,  -4.168, 1.696,218.1,326.2,273.4, -0.408
2021-02-04 03:00:00,652815,12.68, 0.038,   0.093,5.574543e-03,101.4,-1.322, 48.550,0.000,6.535, 21.620,  -4.304, 1.191,216.1,324.0,273.2, -0.279
2021-02-04 04:00:00,652875,12.67, 0.030,   0.121,7.289723e-03,101.4,-1.404, 46.750,0.000,7.389,345.300,  -3.510, 1.161,223.7,324.5,273.2, -0.331
2021-02-04 05:00:00,652935,12.65,-0.007,   0.129,7.718491e-03,101.4,-1.392, 45.340,0.000,8.600,340.200,  -3.279, 1.310,225.6,324.3,273.1, -0.400
2021-02-04 06:00:00,652995,12.64,-0.341,   0.079,4.716873e-03,101.5,-1.779, 48.080,0.000,5.723,336.900,  -3.659, 2.090,218.7,324.1,272.8, -0.572
2021-02-04 07:00:00,653055,12.63,-0.926,   0.243,1.457985e-02,101.5,-2.511, 52.610,0.000,2.053, 21.680,  -4.390, 1.832,228.1,322.8,272.2, -0.418
2021-02-04 08:00:00,653115,12.71,-0.778,   0.350,2.101193e-02,101.6,-2.643, 56.350,0.000,2.295,354.500,  27.750, 4.425,225.8,323.7,272.4,  0.159
2021-02-04 09:00:00,653175,13.07,-0.343,   0.407,2.444247e-02,101.6,-0.889, 40.100,0.000,3.084,350.800,  73.020, 7.881,222.3,318.6,272.8,  0.108
2021-02-04 10:00:00,653235,13.69, 3.725,   0.650,3.901841e-02,101.7, 0.309, 36.120,0.000,2.231, 27.350, 483.600, 6.177,232.3,328.4,276.8,  0.013
2021-02-04 11:00:00,653295,13.64, 6.962,   0.800,4.801985e-02,101.7, 2.403, 33.000,0.000,1.212,103.800, 620.700,11.320,244.1,336.9,280.1,  0.018
2021-02-04 12:00:00,653355,13.61, 9.170,   0.822,4.930373e-02,101.6, 3.943, 29.920,0.000,1.637, 22.530, 701.300,24.200,251.6,343.0,282.3,  0.035
2021-02-04 13:00:00,653415,13.55,12.090,   0.872,5.230369e-02,101.5, 6.223, 24.780,0.000,0.116,154.300, 561.000,29.360,266.9,348.4,285.2,  0.052
2021-02-04 14:00:00,653475,13.55,12.150,   0.536,3.215414e-02,101.5, 6.586, 23.700,0.000,1.285,233.800, 329.600,25.100,306.6,351.8,285.3,  0.076
2021-02-04 15:00:00,653535,13.61,10.390,   0.514,3.086871e-02,101.3, 6.557, 25.500,0.000,2.421,208.600, 151.300,12.630,322.0,348.2,283.6,  0.083
2021-02-04 16:00:00,653595,13.64, 9.100,   0.443,2.658159e-02,101.3, 6.225, 24.920,0.000,2.386,198.000,  88.900, 6.982,321.6,343.5,282.3,  0.079
2021-02-04 17:00:00,653655,13.05, 7.565,   0.422,2.529632e-02,101.3, 3.654, 52.410,0.000,0.632,332.700,  24.140, 1.329,328.0,344.6,280.7,  0.055
2021-02-04 18:00:00,653715,12.89, 6.269,   0.243,1.457769e-02,101.2, 3.809, 50.640,0.000,0.596,329.500,  -0.399, 0.499,322.0,339.5,279.4, -1.334
2021-02-04 19:00:00,653775,12.84, 6.246,   0.086,5.145088e-03,101.2, 4.429, 41.340,0.000,1.300,215.900,  -1.044,-0.367,324.4,335.9,279.4,  0.348
2021-02-04 20:00:00,653835,12.81, 6.039,   0.136,8.146426e-03,101.2, 3.968, 47.020,0.000,1.795,223.200,  -0.576,-0.450,333.7,337.0,279.2,  0.786
2021-02-04 21:00:00,653895,12.79, 5.838,   0.086,5.145113e-03,101.1, 3.615, 43.840,0.000,1.873,172.200,   0.092, 0.410,331.5,338.7,279.0,  4.202
2021-02-04 22:00:00,653955,12.77, 5.757,   0.107,6.431362e-03,101.0, 3.921, 36.540,0.000,3.987,196.300,  -0.769,-0.182,325.5,336.5,278.9,  0.213
2021-02-04 23:00:00,654015,12.75, 5.706,   0.114,6.860183e-03,100.9, 3.803, 43.640,0.000,2.457,217.000,  -0.601,-0.169,328.7,336.2,278.9,  0.252
2021-02-05 00:00:00,654075,12.74, 5.725,   0.129,7.717655e-03,100.8, 3.607, 41.850,0.000,2.360,217.100,  -0.683,-0.456,333.0,337.0,278.9,  0.661
2021-02-05 01:00:00,654135,12.72, 5.089,   0.093,5.573920e-03,100.8, 2.782, 51.690,0.000,2.244,217.800,  -0.250,-0.102,334.7,337.1,278.2,  0.706
2021-02-05 02:00:00,654195,12.70, 4.399,   0.086,5.145239e-03,100.7, 1.788, 72.760,0.000,0.835,171.300,  -2.326, 1.197,335.5,339.1,277.6, -0.515
2021-02-05 03:00:00,654255,12.68, 3.316,   0.121,7.289237e-03,100.7, 1.068, 99.400,0.000,1.284,196.000,  -0.519, 0.770,331.6,335.4,276.5, -1.494
2021-02-05 04:00:00,654315,12.66, 3.118,   0.179,1.071952e-02,100.6, 1.575, 91.200,0.000,1.031,202.700,  -0.415, 1.012,328.9,333.3,276.3, -2.452
2021-02-05 05:00:00,654375,12.64, 3.367,   0.214,1.286334e-02,100.6, 1.194, 99.400,0.000,1.650,352.400,  -0.351, 0.453,329.7,334.4,276.5, -1.296
2021-02-05 06:00:00,654435,12.63, 3.255,   0.164,9.861796e-03,100.6, 1.299, 95.600,0.000,1.501,343.500,  -3.126, 1.481,291.7,331.8,276.4, -0.474
2021-02-05 07:00:00,654495,12.62, 2.479,   0.164,9.862031e-03,100.6, 0.388, 99.400,0.000,1.305,327.100,  -3.506, 1.243,280.9,326.5,275.6, -0.355
2021-02-05 08:00:00,654555,12.67, 1.628,   0.350,2.101077e-02,100.6,-0.176, 99.500,0.000,0.309, 40.150,  18.200, 3.184,272.4,322.9,274.8,  0.175
2021-02-05 09:00:00,654615,12.86, 2.324,   0.565,3.387449e-02,100.6, 4.540, 77.260,0.000,2.370, 82.600,  89.300, 9.080,268.6,318.6,275.4,  0.102
2021-02-05 10:00:00,654675,13.59, 7.888,   0.779,4.673287e-02,100.6, 6.137, 71.870,0.000,2.447, 49.380, 467.000, 7.025,272.4,335.3,281.0,  0.015
2021-02-05 11:00:00,654735,13.58,10.740,   0.786,4.715969e-02,100.6, 7.453, 58.880,0.000,1.998, 60.550, 686.100,24.670,315.5,346.7,283.9,  0.037
2021-02-05 12:00:00,654795,13.55,12.760,   0.807,4.844526e-02,100.6, 8.680, 42.640,0.000,1.377, 22.980, 692.000,24.380,278.5,348.4,285.9,  0.035
2021-02-05 13:00:00,654855,13.55,12.810,   0.607,3.644143e-02,100.6, 8.540, 34.440,0.000,2.783, 49.430, 468.000,27.410,293.5,350.4,286.0,  0.059
2021-02-05 14:00:00,654915,13.55,12.540,   0.629,3.772780e-02,100.6, 8.560, 35.640,0.000,2.375,119.800, 470.400,32.640,285.5,348.1,285.7,  0.069
2021-02-05 15:00:00,654975,13.58,11.650,   0.579,3.472713e-02,100.6, 8.220, 28.610,0.000,5.627, 88.200, 320.100,24.830,293.8,348.2,284.8,  0.078
2021-02-05 16:00:00,655035,13.61, 9.990,   0.529,3.172655e-02,100.7, 6.642, 30.500,0.000,3.257,126.600, 257.800,32.430,275.2,344.8,283.2,  0.126
2021-02-05 17:00:00,655095,13.36, 8.520,   0.429,2.572453e-02,100.7, 6.181, 30.040,0.000,9.300,142.600,  28.120, 5.343,257.2,342.3,281.7,  0.191
2021-02-05 18:00:00,655155,12.91, 6.940,   0.343,2.058016e-02,100.8, 5.159, 34.710,0.000,4.846,129.200,  -2.737, 1.111,257.6,339.4,280.1, -0.408
2021-02-05 19:00:00,655215,12.85, 5.706,   0.050,3.001360e-03,100.9, 4.420, 37.350,0.000,3.027,152.600,  -3.655, 1.339,263.5,335.3,278.9, -0.370
2021-02-05 20:00:00,655275,12.81, 5.271,   0.121,7.288981e-03,101.0, 4.055, 40.810,0.000,2.594,102.600,  -2.614, 0.870,281.3,334.8,278.4, -0.334
2021-02-05 21:00:00,655335,12.79, 5.148,   0.107,6.431471e-03,101.1, 3.784, 39.090,0.000,3.025,140.300,  -2.636, 1.237,271.6,335.8,278.3, -0.474
2021-02-05 22:00:00,655395,12.77, 4.714,   0.086,5.145209e-03,101.1, 3.507, 39.710,0.000,3.539,151.100,  -4.129, 1.389,246.8,333.6,277.9, -0.337
2021-02-05 23:00:00,655455,12.75, 4.222,   0.079,4.716512e-03,101.1, 3.377, 39.550,0.000,1.970, 66.590,  -3.642, 2.159,241.2,332.4,277.4, -0.595
2021-02-06 00:00:00,655515,12.73, 4.121,   0.079,4.716463e-03,101.1, 3.337, 36.010,0.000,4.529, 90.400,  -4.246, 1.726,239.1,331.3,277.3, -0.408
2021-02-06 01:00:00,655575,12.71, 4.092,   0.057,3.430165e-03,101.3, 3.125, 38.090,0.000,3.920,  6.037,  -3.756, 1.630,248.5,331.8,277.2, -0.436
2021-02-06 02:00:00,655635,12.69, 4.349,   0.093,5.573980e-03,101.3, 3.020, 40.080,0.000,4.199,280.300,  -2.639, 1.127,270.0,333.0,277.5, -0.429
2021-02-06 03:00:00,655695,12.68, 4.424,   0.057,3.430150e-03,101.4, 2.684, 42.190,0.000,2.963, 27.610,  -2.664, 0.979,275.7,334.8,277.6, -0.368
2021-02-06 04:00:00,655755,12.66, 4.190,   0.093,5.573981e-03,101.4, 2.543, 42.010,0.000,3.708, 86.200,  -2.126, 0.886,286.8,334.2,277.3, -0.418
2021-02-06 05:00:00,655815,12.64, 4.041,   0.079,4.716491e-03,101.5, 2.304, 43.380,0.000,0.384,307.400,  -2.525, 1.002,281.4,333.4,277.2, -0.397
2021-02-06 06:00:00,655875,12.62, 3.541,   0.043,2.572672e-03,101.5, 1.802, 48.400,0.000,2.528, 94.100,  -3.823, 1.574,256.4,333.1,276.7, -0.412
2021-02-06 07:00:00,655935,12.61, 3.187,   0.300,1.800876e-02,101.6, 1.865, 46.180,0.000,3.175, 54.490,  -1.778, 1.081,285.0,331.6,276.3, -0.610
2021-02-06 08:00:00,655995,12.71, 3.557,   0.486,2.915664e-02,101.7, 2.080, 45.420,0.000,2.156, 81.100,  36.600, 3.786,280.9,332.5,276.7,  0.103
2021-02-06 09:00:00,656055,13.18, 4.264,   0.515,3.087126e-02,101.8, 2.903, 42.260,0.000,2.558, 27.490, 109.400, 8.060,290.6,332.5,277.4,  0.074
2021-02-06 10:00:00,656115,13.64, 5.795,   0.622,3.730211e-02,101.9, 3.822, 39.330,0.000,2.398, 60.810, 271.800,15.360,294.2,334.7,278.9,  0.057
2021-02-06 11:00:00,656175,13.64, 7.270,   0.615,3.687222e-02,101.9, 4.945, 37.130,0.000,1.303,168.000, 283.300,17.420,300.2,338.2,280.4,  0.061
2021-02-06 12:00:00,656235,13.61, 9.030,   0.650,3.901483e-02,101.9, 5.784, 34.640,0.000,2.192, 12.600, 383.900,21.840,303.2,342.6,282.2,  0.057
2021-02-06 13:00:00,656295,13.61, 9.360,   0.600,3.601370e-02,101.9, 5.943, 34.530,0.000,2.840, 69.250, 287.200,17.330,309.2,345.7,282.5,  0.060
2021-02-06 14:00:00,656355,13.61, 9.700,   0.600,3.601371e-02,101.8, 6.346, 34.460,0.000,3.146,115.100, 283.500,17.140,308.4,345.3,282.8,  0.060
2021-02-06 15:00:00,656415,13.61, 9.700,   0.543,3.258379e-02,101.9, 6.342, 34.520,0.000,1.501,158.600, 152.000, 8.650,319.1,347.6,282.9,  0.057
2021-02-06 16:00:00,656475,13.64, 8.990,   0.579,3.472782e-02,101.9, 6.433, 34.060,0.000,1.101, 85.300, 121.900, 7.941,316.7,344.6,282.1,  0.065
2021-02-06 17:00:00,656535,13.17, 8.700,   0.450,2.701057e-02,101.8, 5.681, 42.060,0.000,2.169,  4.223,  39.670, 1.884,317.6,346.1,281.9,  0.047
2021-02-06 18:00:00,656595,12.89, 7.005,   0.307,1.843639e-02,101.7, 3.252, 65.040,0.000,1.040,330.000,  -1.572,-0.215,315.6,345.3,280.2,  0.137
2021-02-06 19:00:00,656655,12.83, 5.425,   0.086,5.145156e-03,101.8, 2.401, 76.750,0.000,1.238,318.100,  -1.500, 0.175,318.3,340.5,278.6, -0.117
2021-02-06 20:00:00,656715,12.80, 4.621,   0.114,6.860271e-03,101.7, 1.965, 78.910,0.000,1.519,336.600,  -1.063, 0.288,318.3,337.3,277.8, -0.271
2021-02-06 21:00:00,656775,12.77, 4.349,   0.086,5.145248e-03,101.7, 2.090, 71.380,0.000,1.589,352.300,  -0.500, 0.582,319.7,336.4,277.5, -1.318
2021-02-06 22:00:00,656835,12.75, 5.036,   0.207,1.243426e-02,101.6, 5.318, 39.740,0.000,1.780,221.400,   0.566, 1.488,314.3,330.8,278.2,  2.812
2021-02-06 23:00:00,656895,12.73, 6.275,   0.136,8.146347e-03,101.5, 4.269, 48.040,0.000,3.239,238.900,  -1.221,-0.473,326.3,338.6,279.4,  0.386
2021-02-07 00:00:00,656955,12.71, 5.824,   0.079,4.716311e-03,101.5, 3.035, 75.810,0.000,3.133,194.300,  -3.430, 0.212,333.9,341.7,279.0, -0.062
2021-02-07 01:00:00,657015,12.68, 3.843,   0.093,5.574104e-03,101.5, 0.830, 99.500,0.000,1.253,209.900,  -1.066, 0.691,332.8,338.8,277.0, -0.650
2021-02-07 02:00:00,657075,12.66, 2.925,   0.007,4.287857e-04,101.3, 0.450, 99.500,0.000,1.421,222.300,  -0.146, 0.764,329.2,334.8,276.1, -5.297
2021-02-07 03:00:00,657135,12.63, 2.624,   0.007,4.287861e-04,101.2, 0.166, 99.500,0.000,1.998,176.200,   0.022, 0.360,328.0,334.1,275.8,NA
2021-02-07 04:00:00,657195,12.61, 2.535,   0.014,8.575743e-04,101.2, 0.317, 99.600,0.000,0.309,257.300,  -0.076, 0.708,327.4,332.4,275.7, -9.320
2021-02-07 05:00:00,657255,12.60, 2.609,   0.029,1.715135e-03,101.1, 0.322, 99.500,0.000,0.000,335.300,  -0.092, 0.222,327.8,327.8,275.8, -2.496
2021-02-07 06:00:00,657315,12.59, 2.424,   0.129,7.718188e-03,101.1, 0.168, 99.600,0.000,3.440,341.000,  -0.174, 0.377,327.0,327.0,275.6, -2.218
2021-02-07 07:00:00,657375,12.58, 2.500,   0.071,4.287882e-03,101.1, 0.348, 99.500,0.000,3.698,343.500,  -0.566, 1.319,326.9,327.5,275.6, -2.333
2021-02-07 08:00:00,657435,12.57, 2.566,   0.300,1.800900e-02,101.1, 0.311, 99.500,0.000,2.680,343.500,   2.082, 1.743,327.3,327.6,275.7,  0.837
2021-02-07 09:00:00,657495,12.59, 2.624,   0.429,2.572715e-02,101.1, 0.421, 99.600,0.000,3.925,353.200,  33.340,12.760,327.1,328.4,275.8,  0.383
2021-02-07 10:00:00,657555,12.66, 2.894,   0.507,3.044371e-02,101.1, 0.780, 99.500,0.000,3.683,342.000, 232.100,25.810,309.0,333.5,276.0,  0.111
2021-02-07 11:00:00,657615,13.20, 4.125,   0.536,3.215794e-02,101.2, 1.789, 99.400,0.254,2.896, 12.820, 422.400,26.860,297.8,332.5,277.3,  0.064
2021-02-07 12:00:00,657675,13.61, 5.282,   0.872,5.230857e-02,101.2, 3.376, 80.900,0.000,1.937, 31.780, 711.600,34.020,284.2,333.1,278.4,  0.048
2021-02-07 13:00:00,657735,13.58, 8.830,   0.643,3.858599e-02,101.2, 4.695, 63.760,0.000,2.519,160.900, 422.200,20.430,296.4,341.4,282.0,  0.047
2021-02-07 14:00:00,657795,13.61, 9.350,   0.464,2.786759e-02,101.2, 4.215, 62.650,0.000,4.662, 13.280, 339.000,22.890,301.4,351.5,282.5,  0.067
2021-02-07 15:00:00,657855,13.64, 8.190,   0.650,3.901551e-02,101.2, 4.173, 57.550,0.000,3.170, 88.900, 600.100,51.730,269.4,339.8,281.3,  0.086
2021-02-07 16:00:00,657915,13.61, 7.685,   0.464,2.786862e-02,101.4, 3.419, 58.740,0.000,3.356,  8.190, 386.000,51.760,260.7,338.5,280.8,  0.134
2021-02-07 17:00:00,657975,13.21, 5.217,   0.393,2.358193e-02,101.5, 2.003, 51.620,0.000,2.873, 14.910,  32.160, 4.950,248.7,340.8,278.4,  0.154
2021-02-07 18:00:00,658035,12.91, 3.552,   0.329,1.972382e-02,101.6, 0.936, 53.380,0.000,3.912, 15.430,  -2.291, 1.339,238.7,336.3,276.7, -0.590
2021-02-07 19:00:00,658095,12.83, 1.957,   0.036,2.143944e-03,101.7,-0.930, 56.740,0.000,5.349,350.600,  -4.484, 1.468,232.5,334.6,275.1, -0.328
2021-02-07 20:00:00,658155,12.78, 0.652,   0.079,4.716878e-03,101.8,-1.607, 49.260,0.000,2.883,341.900,  -4.257, 1.809,226.0,330.4,273.8, -0.427
2021-02-07 21:00:00,658215,12.75,-0.230,   0.014,8.576367e-04,101.9,-2.319, 54.260,0.000,0.840, 82.100,  -5.694, 2.100,226.1,326.8,272.9, -0.369
2021-02-07 22:00:00,658275,12.72,-1.083,   0.086,5.145928e-03,102.0,-2.287, 57.710,0.000,1.509,341.400,  -3.852, 3.347,223.6,324.5,272.1, -0.871
2021-02-07 23:00:00,658335,12.69,-1.574,   0.057,3.430651e-03,102.1,-2.942, 53.040,0.000,0.820, 19.680,  -4.143, 3.162,226.0,316.8,271.6, -0.764
2021-02-08 00:00:00,658395,12.66,-2.459,   0.050,3.001895e-03,102.1,-3.899, 70.780,0.000,1.338,337.900,  -3.073, 3.827,226.2,319.4,270.7, -1.246
2021-02-08 01:00:00,658455,12.63,-2.583,   0.093,5.575054e-03,102.2,-3.428, 67.390,0.000,4.934,345.900,  -3.599, 2.593,225.0,315.6,270.6, -0.725
2021-02-08 02:00:00,658515,12.60,-2.324,   0.079,4.717207e-03,102.2,-3.698, 70.120,0.000,2.048,  0.023,  -4.042, 2.805,226.5,317.9,270.8, -0.695
2021-02-08 03:00:00,658575,12.57,-2.255,   0.079,4.717255e-03,102.2,-3.413, 60.530,0.000,2.210,  1.262,  -3.703, 2.563,224.6,316.3,270.9, -0.693
2021-02-08 04:00:00,658635,12.55,-2.067,   0.064,3.859550e-03,102.2,-3.326, 56.760,0.000,2.172, 14.580,  -3.725, 2.358,225.0,316.2,271.1, -0.633
2021-02-08 05:00:00,658695,12.53,-2.152,   0.064,3.859512e-03,102.3,-3.339, 59.440,0.000,2.027,  0.816,  -3.412, 2.844,225.0,316.6,271.0, -0.836
2021-02-08 06:00:00,658755,12.52,-2.171,   0.064,3.859536e-03,102.3,-4.229, 69.100,0.000,3.095,334.000,  -4.479, 0.959,226.7,316.6,271.0, -0.214
2021-02-08 07:00:00,658815,12.51,-3.109,   0.136,8.148137e-03,102.4,-5.235, 78.630,0.000,0.689,  0.029,  -4.105, 3.129,229.7,318.6,270.1, -0.764
2021-02-08 08:00:00,658875,12.66,-3.739,   0.250,1.501007e-02,102.5,-5.237, 78.680,0.000,0.812,337.800,  56.960, 6.443,276.2,316.7,269.4,  0.113
2021-02-08 09:00:00,658935,12.78,-3.108,   0.343,2.058475e-02,102.6,-2.899, 56.500,0.000,1.251,182.400,  42.610, 7.703,223.8,310.5,270.0,  0.181
2021-02-08 10:00:00,658995,13.72, 1.709,   0.643,3.859160e-02,102.6,-1.276, 54.680,0.000,4.234,204.500, 497.900, 7.434,238.9,321.1,274.8,  0.015
2021-02-08 11:00:00,659055,13.71, 3.849,   0.686,4.116198e-02,102.7,-0.758, 56.120,0.000,1.287,201.100, 621.800,10.370,247.1,329.3,277.0,  0.017
2021-02-08 13:00:00,659175,13.64, 4.699,1106.000,6.634049e+01,102.5, 2.314, 46.910,0.000,2.705,154.000, 700.400,32.360,239.2,317.8,277.9,  0.046
2021-02-08 14:00:00,659235,13.60, 6.180,1027.000,6.162641e+01,102.5, 3.508, 47.050,0.000,4.676,147.800, 655.200,39.200,244.8,320.8,279.3,  0.060
2021-02-08 15:00:00,659295,13.60, 7.047, 822.000,4.934145e+01,102.4, 4.517, 44.890,0.000,2.519,116.000, 536.500,62.750,249.5,327.4,280.2,  0.117
2021-02-08 16:00:00,659355,13.57, 8.250, 537.500,3.224874e+01,102.4, 5.034, 43.740,0.000,3.714,183.000, 356.600,58.550,255.2,332.5,281.4,  0.164
2021-02-08 17:00:00,659415,13.19, 7.301,  75.940,4.556658e+00,102.4, 4.302, 47.230,0.000,1.994,236.700,  30.530, 3.412,262.7,338.6,280.5,  0.112
2021-02-08 18:00:00,659475,12.92, 5.556,   4.230,2.538248e-01,102.4, 3.794, 56.490,0.000,0.330,293.500,  -2.949, 0.998,260.0,334.7,278.7, -0.345
2021-02-08 19:00:00,659535,12.84, 3.601,   0.021,1.286336e-03,102.4, 0.615, 81.800,0.000,1.321,  1.795,  -4.022, 1.928,260.1,334.9,276.8, -0.480
2021-02-08 20:00:00,659595,12.80, 1.851,   0.064,3.859112e-03,102.4, 0.403, 80.100,0.000,0.624,305.300,  -3.054, 2.268,254.6,324.6,275.0, -0.745
2021-02-08 21:00:00,659655,12.76, 1.333,   0.057,3.430378e-03,102.4,-0.066, 85.000,0.000,1.325,349.000,  -2.779, 2.348,254.5,322.7,274.5, -0.846
2021-02-08 22:00:00,659715,12.73, 0.767,   0.136,8.147277e-03,102.4,-0.757, 86.600,0.000,1.485,335.900,  -3.003, 1.978,253.5,322.5,273.9, -0.660
2021-02-08 23:00:00,659775,12.70, 0.491,   0.121,7.289731e-03,102.4,-1.075, 90.600,0.000,1.135,343.300,  -3.000, 1.485,257.7,322.0,273.6, -0.495
2021-02-09 00:00:00,659835,12.67, 0.443,   0.107,6.432148e-03,102.3,-0.380, 87.700,0.000,0.645,234.700,  -0.503, 2.116,291.2,322.0,273.6, -6.163
2021-02-09 01:00:00,659895,12.65, 1.652,   0.143,8.575870e-03,102.3, 0.624, 87.200,0.000,0.609,331.000,  -3.566, 0.486,269.8,322.0,274.8, -0.136
2021-02-09 02:00:00,659955,12.63, 2.271,   0.200,1.200605e-02,102.2, 2.005, 75.130,0.000,1.718,211.800,  -2.253, 0.618,274.6,320.8,275.4, -0.282
2021-02-09 03:00:00,660015,12.60, 2.851,   0.236,1.414978e-02,102.1, 2.194, 74.730,0.000,0.627,222.100,   0.231, 1.584,306.5,324.4,276.0,  8.080
2021-02-09 04:00:00,660075,12.58, 3.076,   0.100,6.002967e-03,102.1, 0.631, 91.100,0.000,1.728,337.400,  -1.092, 0.483,304.5,328.7,276.2, -0.442
2021-02-09 05:00:00,660135,12.57, 2.629,   0.143,8.575589e-03,102.0, 0.229, 96.900,0.000,0.848,335.000,  -1.990, 0.860,288.7,328.0,275.8, -0.432
2021-02-09 06:00:00,660195,12.55, 2.054,   0.150,9.004495e-03,102.1,-0.347, 99.300,0.000,1.886,317.700,  -1.725, 0.718,289.9,326.7,275.2, -0.416
2021-02-09 07:00:00,660255,12.55, 1.781,   0.465,2.787137e-02,102.1,-0.324, 99.400,0.000,1.323,332.400,  -1.978, 0.893,287.7,325.7,274.9, -0.453
2021-02-09 08:00:00,660315,12.65, 1.825,  84.900,5.094042e+00,102.1, 0.290, 93.700,0.000,1.597,  3.825,  44.920, 3.740,289.5,324.1,275.0,  0.083
2021-02-09 09:00:00,660375,12.85, 2.590, 229.600,1.377346e+01,102.1, 2.672, 73.160,0.000,1.970,168.300,  48.350, 6.279,260.1,321.1,275.7,  0.130
2021-02-09 10:00:00,660435,13.58, 7.806, 674.100,4.044391e+01,102.0, 6.110, 58.990,0.000,1.284,173.800, 408.200, 3.785,273.9,329.7,280.9,  0.009
2021-02-09 11:00:00,660495,13.56,11.190, 388.100,2.328560e+01,102.0, 7.530, 59.480,0.000,0.274,231.100, 211.900, 8.910,345.4,341.3,284.3,  0.042
2021-02-09 12:00:00,660555,13.55,14.290,1147.000,6.884462e+01,101.9, 9.990, 60.150,0.000,1.107,198.200, 691.100,16.230,293.9,345.8,287.4,  0.023
2021-02-09 13:00:00,660615,13.50,16.890,1138.000,6.825155e+01,101.8,11.690, 51.490,0.000,1.248,170.900, 689.200,23.450,303.8,359.0,290.0,  0.034
2021-02-09 14:00:00,660675,13.46,17.510,1171.000,7.023061e+01,101.7,13.510, 45.550,0.000,4.000,109.900, 717.600,40.350,321.0,358.3,290.6,  0.056
2021-02-09 15:00:00,660735,13.46,17.340,1008.000,6.049018e+01,101.7,13.230, 43.860,0.000,3.762,  2.204, 633.100,51.760,337.8,360.9,290.5,  0.082
2021-02-09 16:00:00,660795,13.52,15.940, 530.800,3.184747e+01,101.8,13.210, 45.280,0.000,0.322,214.100, 348.300,54.480,345.8,360.9,289.1,  0.152
2021-02-09 17:00:00,660855,13.51,14.990, 123.600,7.418456e+00,101.9,12.470, 48.060,0.000,1.988,161.800,  66.560, 7.299,324.8,359.5,288.2,  0.110
2021-02-09 18:00:00,660915,12.93,12.710,   4.638,2.782509e-01,101.9,10.530, 55.860,0.000,1.434, 42.880,   0.898, 2.754,306.9,358.4,285.9,  3.192
2021-02-09 19:00:00,660975,12.87, 9.580,   0.250,1.500633e-02,101.9, 9.350, 62.530,0.000,2.060,338.300,   1.092, 2.364,319.3,344.6,282.7,  2.421
2021-02-09 20:00:00,661035,12.83, 9.180,   0.157,9.432495e-03,102.0, 7.685, 71.040,0.000,2.845, 15.750,   1.180, 1.670,341.2,349.0,282.3,  1.443
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
