"TOA5","10344","CR3000","10344","CR3000.Std.32.02","CPU:CR3000_6Sensors_4APR18.CR3","50113","FCRmet"
"TIMESTAMP","RECORD","BattV","PTemp_C","PAR_Den_Avg","PAR_Tot_Tot","BP_kPa_Avg","AirTC_Avg","RH","Rain_mm_Tot","WS_ms_Avg","WindDir","SR01Up_Avg","SR01Dn_Avg","IR01UpCo_Avg","IR01DnCo_Avg","NR01TK_Avg","Albedo_Avg"
"TS","RN","Volts","Deg C","umol/s/m^2","mmol/m^2","kPa","Deg C","%","mm","meters/second","degrees","W/m^2","W/m^2","W/m^2","W/m^2","K","W/m^2"
"","","Smp","Smp","Avg","Tot","Avg","Avg","Smp","Tot","Avg","Smp","Avg","Avg","Avg","Avg","Avg","Avg"
2021-01-01 00:00:00,603675,12.74,10.380,   0.086,5.145155e-03,102.5, 7.739, 84.300,0.000,1.186,237.100,  -0.063,-0.532,363.1,356.2,283.5,  9.230
2021-01-01 01:00:00,603735,12.72, 9.480,   0.086,5.145160e-03,102.5, 6.285, 87.800,0.000,0.552,343.300,  -0.418,-0.397,359.7,356.0,282.6,  0.953
2021-01-01 02:00:00,603795,12.69, 8.270,   0.086,5.145242e-03,102.6, 5.324, 99.400,0.000,2.439,233.500,  -1.471, 0.205,353.0,353.6,281.4, -0.140
2021-01-01 03:00:00,603855,12.66, 7.086,   0.114,6.860359e-03,102.7, 4.409, 99.600,0.000,2.514,211.300,  -0.418,-0.129,349.1,350.1,280.2,  0.308
2021-01-01 04:00:00,603915,12.63, 6.283,   0.086,5.145359e-03,102.7, 3.349, 99.600,0.000,1.772,175.400,  -0.772,-0.030,345.1,348.5,279.4,  0.030
2021-01-01 05:00:00,603975,12.59, 5.292,   0.086,5.145420e-03,102.7, 2.560, 99.600,0.000,1.480,210.300,  -0.563, 0.142,340.4,346.4,278.4, -0.261
2021-01-01 06:00:00,604035,12.57, 4.490,   0.071,4.287946e-03,102.7, 1.696, 99.500,0.000,0.374,190.100,  -0.453, 0.417,336.6,345.1,277.6, -0.953
2021-01-01 07:00:00,604095,12.54, 3.769,   0.114,6.860742e-03,102.8, 1.424, 99.500,0.000,0.493,249.500,  -0.503, 0.903,333.3,342.5,276.9, -1.807
2021-01-01 08:00:00,604155,12.53, 3.607,   0.172,1.029114e-02,102.8, 1.665, 99.500,0.000,1.506,182.900,   3.535, 1.147,330.2,340.6,276.8,  0.325
2021-01-01 09:00:00,604215,12.55, 3.342,   0.143,8.575958e-03,102.8, 1.225, 97.200,0.000,0.167,277.100,  13.170, 2.216,328.0,341.5,276.5,  0.168
2021-01-01 10:00:00,604275,12.90, 3.324,   0.186,1.114878e-02,102.7, 1.242, 97.200,0.000,1.352,173.900,  31.850, 2.222,328.1,340.3,276.5,  0.070
2021-01-01 11:00:00,604335,12.88, 3.456,   0.121,7.289478e-03,102.7, 0.924, 99.300,0.000,0.562,324.400,  34.670, 2.877,328.8,342.3,276.6,  0.083
2021-01-01 12:00:00,604395,13.02, 3.070,   0.150,9.004792e-03,102.5, 0.779, 99.400,0.000,1.935,349.200,  58.920, 4.054,327.8,341.1,276.2,  0.069
2021-01-01 13:00:00,604455,13.03, 3.048,   0.164,9.862338e-03,102.4, 0.691, 99.400,0.000,1.374,236.300,  31.030, 2.371,326.9,340.9,276.2,  0.076
2021-01-01 14:00:00,604515,12.88, 3.046,   0.172,1.029126e-02,102.3, 0.940, 99.400,0.000,0.020,140.900,  23.850, 2.159,329.3,339.1,276.2,  0.091
2021-01-01 15:00:00,604575,12.75, 3.030,   0.136,8.147114e-03,102.2, 0.993, 99.400,0.000,1.191,  9.480,  24.030, 2.338,327.0,340.0,276.2,  0.097
2021-01-01 16:00:00,604635,12.62, 3.133,   0.107,6.432007e-03,102.2, 0.827, 99.500,0.000,1.468,172.400,   8.340, 1.012,328.4,340.3,276.3,  0.122
2021-01-01 17:00:00,604695,12.52, 3.154,   0.136,8.147162e-03,102.1, 0.973, 99.500,0.254,1.103,223.700,   0.854, 0.701,328.6,340.0,276.3,  0.825
2021-01-01 18:00:00,604755,12.49, 3.056,   0.172,1.029120e-02,102.1, 1.010, 99.500,0.254,0.000, 24.550,  -0.402, 0.949,329.2,340.3,276.2, -2.374
2021-01-01 19:00:00,604815,12.48, 3.117,   0.136,8.147198e-03,102.0, 1.230, 99.500,0.000,1.712,  3.391,   0.117, 0.770,333.1,340.1,276.3,  6.741
2021-01-01 20:00:00,604875,12.47, 3.450,   0.150,9.004666e-03,101.8, 1.682, 99.500,0.000,0.276,289.400,  -0.003, 0.724,336.8,340.1,276.6, -3.265
2021-01-01 21:00:00,604935,12.47, 3.665,   0.129,7.718220e-03,101.7, 1.626, 99.500,0.000,0.261,237.700,  -0.342, 0.552,331.3,340.2,276.8, -1.616
2021-01-01 22:00:00,604995,12.46, 3.524,   0.136,8.147013e-03,101.7, 1.187, 99.500,0.000,0.693,138.400,  -0.500, 0.397,331.6,340.3,276.7, -0.795
2021-01-01 23:00:00,605055,12.46, 3.733,   0.172,1.029093e-02,101.6, 1.872, 99.500,0.000,0.635,267.800,   0.108, 0.463,336.2,340.3,276.9,  4.485
2021-01-02 00:00:00,605115,12.46, 3.959,   0.157,9.433425e-03,101.5, 1.696, 99.500,0.000,1.192, 55.370,  -0.038, 0.430,336.1,341.6,277.1,-11.320
2021-01-02 01:00:00,605175,12.46, 4.269,   0.121,7.289321e-03,101.4, 2.429, 99.500,0.000,1.062,348.500,   0.158, 0.694,336.3,341.8,277.4,  4.543
2021-01-02 02:00:00,605235,12.46, 4.083,   0.100,6.002963e-03,101.4, 1.843, 99.500,0.000,0.988,345.000,  -2.316, 0.777,309.3,341.3,277.2, -0.337
2021-01-02 03:00:00,605295,12.46, 3.906,   0.136,8.146986e-03,101.3, 2.535, 99.500,0.000,1.769,  4.570,  -2.338, 0.708,304.2,335.5,277.1, -0.303
2021-01-02 04:00:00,605355,12.46, 4.221,   0.164,9.861977e-03,101.3, 3.145, 99.500,0.000,2.306,  0.076,  -2.114, 0.856,309.3,336.0,277.4, -0.406
2021-01-02 05:00:00,605415,12.46, 4.572,   0.157,9.433115e-03,101.3, 3.525, 99.600,0.000,1.604,  4.764,  -1.940, 1.137,315.7,337.4,277.7, -0.587
2021-01-02 06:00:00,605475,12.47, 7.438,   0.257,1.543552e-02,101.3, 9.790, 90.800,0.000,3.268, 66.320,  -0.987, 3.475,302.3,343.8,280.6, -3.581
2021-01-02 07:00:00,605535,12.48, 9.850,   0.171,1.028994e-02,101.4,10.120, 84.600,0.000,5.318, 31.570,  -0.655, 2.407,305.9,346.2,283.0, -3.729
2021-01-02 08:00:00,605595,12.54,11.100,   0.200,1.200490e-02,101.4,10.160, 83.200,0.000,4.830, 43.610,  23.000, 2.155,329.1,351.5,284.2,  0.094
2021-01-02 09:00:00,605655,12.88,11.950,   0.257,1.543485e-02,101.5,10.990, 77.850,0.000,3.373, 23.160,  80.700, 4.013,351.1,352.3,285.1,  0.050
2021-01-02 10:00:00,605715,13.45,13.450,   0.222,1.329112e-02,101.6,12.340, 70.840,0.000,1.271,306.400, 168.200, 5.332,316.5,355.6,286.6,  0.032
2021-01-02 11:00:00,605775,13.47,15.510,   0.314,1.886499e-02,101.6,12.710, 67.450,0.000,2.968,  1.067, 434.200, 7.752,322.4,361.4,288.7,  0.018
2021-01-02 12:00:00,605835,13.45,16.870,   0.329,1.972254e-02,101.5,13.550, 59.620,0.000,4.531,  2.773, 566.500,14.290,309.2,363.1,290.0,  0.025
2021-01-02 13:00:00,605895,13.40,18.430,   0.314,1.886516e-02,101.5,14.370, 55.410,0.000,1.650,  5.540, 549.300,15.100,310.8,367.2,291.6,  0.027
2021-01-02 14:00:00,605955,13.41,18.540,   0.214,1.286268e-02,101.5,14.330, 55.460,0.000,3.494, 26.040, 486.700,23.490,315.4,368.8,291.7,  0.048
2021-01-02 15:00:00,606015,13.44,18.260,   0.107,6.431406e-03,101.5,14.460, 56.260,0.000,1.575, 20.760, 203.500, 9.970,326.1,372.4,291.4,  0.049
2021-01-02 16:00:00,606075,13.50,16.470,   0.107,6.431402e-03,101.6,13.430, 65.210,0.000,0.965,318.600,  96.500, 4.522,324.1,370.1,289.6,  0.047
2021-01-02 17:00:00,606135,13.02,13.860,   0.071,4.287577e-03,101.6,10.340, 86.700,0.000,2.347,347.500,  10.240, 0.545,320.2,367.6,287.0,  0.053
2021-01-02 18:00:00,606195,12.91,10.710,   0.086,5.145154e-03,101.6, 8.220, 96.100,0.000,2.115,342.700,  -2.329, 1.124,309.1,358.9,283.9, -0.483
2021-01-02 19:00:00,606255,12.87, 8.680,   0.086,5.145217e-03,101.6, 6.536, 99.500,0.000,2.380,333.700,  -2.348, 0.969,301.9,353.3,281.8, -0.413
2021-01-02 20:00:00,606315,12.84, 7.637,   0.093,5.574090e-03,101.6, 5.853, 99.500,0.000,1.736,351.700,  -2.655, 0.823,297.1,349.7,280.8, -0.311
2021-01-02 21:00:00,606375,12.82, 7.384,   0.100,6.002853e-03,101.6, 5.994, 99.500,0.000,2.148,333.800,  -2.860, 0.529,300.1,347.6,280.5, -0.186
2021-01-02 22:00:00,606435,12.80, 7.835,   0.157,9.432966e-03,101.6, 7.844, 96.000,0.000,1.326,  0.076,  -1.057, 0.962,331.0,346.5,281.0, -0.930
2021-01-02 23:00:00,606495,12.79, 9.930,   0.172,1.029017e-02,101.6, 9.370, 88.500,0.000,2.094, 17.810,   0.177,-0.208,355.7,352.3,283.1, -1.669
2021-01-03 00:00:00,606555,12.78,10.400,   0.086,5.145115e-03,101.6, 8.130, 93.600,0.000,3.915,348.100,  -0.383,-0.618,362.8,357.1,283.5,  1.794
2021-01-03 01:00:00,606615,12.77, 9.490,   0.086,5.145130e-03,101.5, 7.193, 96.500,0.000,1.013,235.700,  -2.028, 0.483,359.9,357.0,282.7, -0.238
2021-01-03 02:00:00,606675,12.75, 8.090,   0.093,5.573928e-03,101.4, 6.442, 96.700,0.000,2.118,351.100,  -0.623, 1.729,353.2,353.8,281.2, -2.788
2021-01-03 03:00:00,606735,12.74, 7.558,   0.093,5.573995e-03,101.4, 6.114, 99.400,0.000,2.973, 11.700,  -0.272, 1.263,350.7,351.3,280.7, -4.771
2021-01-03 04:00:00,606795,12.73, 7.389,   0.136,8.146678e-03,101.5, 5.693, 99.500,0.000,3.072, 13.780,  -0.133, 0.595,348.5,350.8,280.5, -4.572
2021-01-03 05:00:00,606855,12.71, 7.343,   0.164,9.861762e-03,101.4, 5.768, 99.200,0.000,1.735,315.200,  -0.079, 0.863,347.7,350.5,280.5,-11.700
2021-01-03 06:00:00,606915,12.70, 7.349,   0.100,6.002740e-03,101.3, 5.599, 99.500,0.000,2.408,349.900,  -0.680, 1.032,349.3,351.3,280.5, -1.517
2021-01-03 07:00:00,606975,12.68, 7.378,   0.121,7.289048e-03,101.3, 5.563, 99.500,0.000,0.056,198.800,  -0.342, 0.413,349.9,351.3,280.5, -1.209
2021-01-03 08:00:00,607035,12.68, 7.335,   0.143,8.575331e-03,101.3, 5.133, 99.600,0.000,0.514,251.000,   7.474, 0.403,350.4,351.6,280.5,  0.054
2021-01-03 09:00:00,607095,12.73, 7.435,   0.157,9.432838e-03,101.4, 5.299, 99.600,0.000,0.915,171.200,  25.080, 1.147,351.1,351.5,280.6,  0.046
2021-01-03 10:00:00,607155,13.22, 7.622,   0.243,1.457809e-02,101.3, 5.451, 99.600,0.000,2.016,333.700, 151.100, 6.642,352.7,351.7,280.8,  0.044
2021-01-03 11:00:00,607215,13.17, 8.040,   0.214,1.286291e-02,101.4, 5.606, 99.600,0.000,1.263,222.300,  64.320, 2.853,354.0,353.7,281.2,  0.044
2021-01-03 12:00:00,607275,13.35, 8.200,   0.272,1.629306e-02,101.2, 5.908, 99.600,0.000,0.000,325.500, 146.400, 6.526,354.7,353.1,281.3,  0.045
2021-01-03 13:00:00,607335,13.58, 9.640,   0.414,2.486767e-02,101.2, 6.429, 99.600,0.000,1.481,342.300, 245.900,10.160,359.3,356.5,282.8,  0.041
2021-01-03 14:00:00,607395,13.10,12.160,   0.000,0.000000e+00,101.1, 7.836, 94.800,0.000,2.104, 71.760,  12.540, 0.499,373.1,369.0,285.3,  0.040
2021-01-03 15:00:00,607455,13.61,10.630,   0.250,1.500635e-02,101.2, 8.410, 84.700,0.000,0.933,351.400, 278.700,18.010,361.6,360.6,283.8,  0.064
2021-01-03 16:00:00,607515,13.21,11.150,   0.150,9.003721e-03,101.2, 8.600, 68.860,0.000,0.644, 54.590,  58.530, 4.073,358.9,362.4,284.3,  0.070
2021-01-03 17:00:00,607575,12.98, 9.660,   0.136,8.146397e-03,101.3, 7.214, 71.360,0.000,1.869, 73.910,   7.850, 1.332,352.8,358.8,282.8,  0.170
2021-01-03 18:00:00,607635,12.88, 8.510,   0.050,3.001352e-03,101.4, 6.332, 74.590,0.000,0.632,  2.727,  -3.980, 1.484,293.3,354.2,281.7, -0.373
2021-01-03 19:00:00,607695,12.83, 7.407,   0.036,2.143833e-03,101.4, 5.329, 79.160,0.000,0.756,334.200,  -0.943, 2.080,317.1,352.9,280.6, -2.260
2021-01-03 20:00:00,607755,12.80, 6.710,   0.079,4.716502e-03,101.4, 5.510, 78.240,0.000,1.521,328.400,  -3.547, 1.875,316.0,348.9,279.9, -0.529
2021-01-03 21:00:00,607815,12.78, 6.500,   0.114,6.860370e-03,101.5, 5.355, 71.700,0.000,0.871,337.300,  -2.044, 1.587,299.5,347.5,279.7, -0.780
2021-01-03 22:00:00,607875,12.75, 6.586,   0.121,7.289130e-03,101.5, 5.057, 74.190,0.000,1.060, 55.840,  -1.930, 0.565,316.0,347.6,279.7, -0.294
2021-01-03 23:00:00,607935,12.73, 6.672,   0.107,6.431513e-03,101.5, 5.177, 68.690,0.000,0.603, 30.230,  -1.851, 1.104,307.0,348.4,279.8, -0.597
2021-01-04 00:00:00,607995,12.70, 5.885,   0.086,5.145302e-03,101.5, 4.515, 72.010,0.000,1.731, 47.700,  -1.449, 2.559,296.4,347.4,279.0, -1.860
2021-01-04 01:00:00,608055,12.67, 5.703,   0.121,7.289182e-03,101.5, 4.419, 75.800,0.000,1.535, 15.170,  -1.766, 1.293,300.5,345.7,278.9, -0.734
2021-01-04 02:00:00,608115,12.65, 6.084,   0.100,6.002808e-03,101.5, 4.582, 70.560,0.000,0.624, 92.100,  -1.218, 0.559,324.7,346.5,279.2, -0.461
2021-01-04 03:00:00,608175,12.63, 6.062,   0.086,5.145236e-03,101.5, 4.082, 73.870,0.000,1.325,146.200,  -1.781, 0.684,314.0,347.5,279.2, -0.385
2021-01-04 04:00:00,608235,12.62, 5.705,   0.121,7.289158e-03,101.5, 3.998, 75.190,0.000,0.699,101.200,  -0.867, 0.555,325.5,346.6,278.9, -0.641
2021-01-04 05:00:00,608295,12.60, 5.673,   0.093,5.574139e-03,101.5, 3.874, 73.600,0.000,1.191,179.200,  -0.883, 0.708,324.9,346.6,278.8, -0.802
2021-01-04 06:00:00,608355,12.59, 5.636,   0.121,7.289162e-03,101.6, 3.615, 72.540,0.000,1.738, 26.270,  -1.000, 0.734,325.9,346.5,278.8, -0.746
2021-01-04 07:00:00,608415,12.58, 5.449,   0.114,6.860416e-03,101.6, 3.355, 78.350,0.000,1.331, 27.370,  -0.835, 0.658,326.6,347.0,278.6, -0.788
2021-01-04 08:00:00,608475,12.58, 5.179,   0.093,5.574124e-03,101.7, 3.047, 82.300,0.000,0.813,317.200,   9.800, 1.908,329.1,347.3,278.3,  0.195
2021-01-04 09:00:00,608535,12.88, 5.217,   0.236,1.414973e-02,101.7, 3.353, 71.900,0.000,3.005, 46.980,  80.800, 4.421,320.9,345.2,278.4,  0.055
2021-01-04 10:00:00,608595,13.39, 5.893,   0.214,1.286328e-02,101.7, 3.704, 68.400,0.000,3.014,  6.975, 125.600, 6.127,323.4,346.6,279.0,  0.049
2021-01-04 11:00:00,608655,13.37, 6.438,   0.164,9.861670e-03,101.7, 3.834, 66.440,0.000,1.362,340.800, 102.000, 4.976,326.3,347.5,279.6,  0.049
2021-01-04 12:00:00,608715,13.38, 6.476,   0.150,9.004110e-03,101.6, 3.741, 65.120,0.000,3.334,  0.088,  84.500, 3.997,328.5,349.7,279.6,  0.047
2021-01-04 13:00:00,608775,13.64, 6.505,   0.257,1.543565e-02,101.5, 4.053, 65.960,0.000,0.446,182.100, 164.400, 7.899,325.8,347.0,279.6,  0.048
2021-01-04 14:00:00,608835,13.64, 7.418,   0.186,1.114773e-02,101.4, 4.312, 64.790,0.000,0.706,354.100, 159.000, 8.380,330.3,351.1,280.6,  0.053
2021-01-04 15:00:00,608895,13.64, 8.320,   0.222,1.329145e-02,101.4, 4.951, 61.690,0.000,0.434,240.500, 142.600, 6.460,324.0,350.7,281.5,  0.045
2021-01-04 16:00:00,608955,13.64, 8.060,   0.136,8.146407e-03,101.4, 5.142, 60.980,0.000,0.240,107.500,  76.370, 4.794,291.7,352.1,281.2,  0.063
2021-01-04 17:00:00,609015,13.04, 6.615,   0.079,4.716470e-03,101.4, 3.770, 76.070,0.000,2.225,338.700,  13.890, 2.185,268.0,350.7,279.8,  0.157
2021-01-04 18:00:00,609075,12.88, 4.624,   0.050,3.001451e-03,101.5, 1.871, 91.500,0.000,1.918,  0.082,  -4.547, 1.895,258.8,346.3,277.8, -0.417
2021-01-04 19:00:00,609135,12.83, 2.900,   0.100,6.003132e-03,101.5, 0.781, 97.100,0.000,2.149,321.600,  -4.044, 1.974,253.0,342.8,276.1, -0.488
2021-01-04 20:00:00,609195,12.79, 1.700,   0.086,5.145691e-03,101.4,-0.114, 99.400,0.000,1.310,334.100,  -3.997, 2.275,250.4,335.9,274.9, -0.570
2021-01-04 21:00:00,609255,12.76, 1.003,   0.086,5.145770e-03,101.4,-0.709, 99.400,0.000,1.480,  4.788,  -3.896, 2.434,248.5,334.7,274.2, -0.626
2021-01-04 22:00:00,609315,12.73, 0.503,   0.086,5.145825e-03,101.4,-1.026, 99.400,0.000,1.530,350.400,  -3.769, 2.348,247.1,331.2,273.7, -0.623
2021-01-04 23:00:00,609375,12.71, 0.421,   0.114,6.861119e-03,101.3,-0.997, 99.400,0.000,1.558,344.000,  -2.801, 1.862,274.3,332.8,273.6, -0.666
2021-01-05 00:00:00,609435,12.69, 0.861,   0.100,6.003412e-03,101.3,-0.432, 99.400,0.000,2.043,345.800,  -2.162, 1.561,282.1,333.2,274.0, -0.726
2021-01-05 01:00:00,609495,12.66, 1.377,   0.164,9.862670e-03,101.3,-0.137, 99.400,0.000,1.689,326.300,  -1.794, 1.379,299.7,334.6,274.5, -0.769
2021-01-05 02:00:00,609555,12.64, 1.779,   0.121,7.289696e-03,101.3, 0.058, 99.400,0.000,1.424,332.900,  -1.835, 1.019,302.5,335.7,274.9, -0.555
2021-01-05 03:00:00,609615,12.61, 2.198,   0.121,7.289532e-03,101.2, 0.501, 99.400,0.000,0.828,333.900,  -2.275, 1.147,295.1,336.5,275.3, -0.504
2021-01-05 04:00:00,609675,12.58, 2.380,   0.100,6.003181e-03,101.2, 0.524, 99.400,0.000,0.931,  0.065,  -1.997, 1.260,301.7,337.1,275.5, -0.631
2021-01-05 05:00:00,609735,12.55, 2.377,   0.100,6.003131e-03,101.2, 0.747, 99.400,0.000,2.391,338.000,  -1.472, 1.210,304.8,336.8,275.5, -0.825
2021-01-05 06:00:00,609795,12.53, 2.256,   0.086,5.145529e-03,101.2, 0.177, 95.100,0.000,0.399,340.300,  -3.278, 1.187,285.7,336.4,275.4, -0.362
2021-01-05 07:00:00,609855,12.52, 2.367,   0.100,6.003109e-03,101.2, 0.817, 98.100,0.000,1.762,343.400,  -1.994, 1.233,285.3,336.0,275.5, -0.621
2021-01-05 08:00:00,609915,12.57, 3.085,   0.179,1.071972e-02,101.2, 2.384, 85.000,0.000,1.735,335.500,  23.970, 2.530,269.7,335.9,276.2,  0.106
2021-01-05 09:00:00,609975,13.38, 4.097,   0.257,1.543614e-02,101.2, 3.997, 72.620,0.000,1.137, 59.150, 120.800, 6.967,285.2,336.0,277.2,  0.058
2021-01-05 10:00:00,610035,13.64, 6.454,   0.214,1.286288e-02,101.2, 4.684, 69.280,0.000,2.243,  0.047, 149.800, 6.477,285.3,343.2,279.6,  0.043
2021-01-05 11:00:00,610095,13.58, 7.856,   0.400,2.401025e-02,101.2, 5.779, 64.790,0.000,1.753,260.800, 498.400,11.570,313.4,345.4,281.0,  0.023
2021-01-05 12:00:00,610155,13.61, 9.670,   0.250,1.500601e-02,101.1, 6.254, 62.880,0.000,0.861,347.300, 539.500,20.100,308.5,353.7,282.8,  0.038
2021-01-05 13:00:00,610215,13.58,10.790,   0.214,1.286229e-02,101.1, 6.767, 57.190,0.000,2.909,353.100, 417.600,16.440,331.0,357.0,283.9,  0.039
2021-01-05 14:00:00,610275,13.61, 9.760,   0.214,1.286251e-02,101.1, 6.659, 55.830,0.000,3.314,  0.035, 165.300, 6.490,332.6,354.8,282.9,  0.039
2021-01-05 15:00:00,610335,13.64, 9.440,   0.171,1.028997e-02,101.1, 6.660, 56.270,0.000,2.747, 19.290, 165.600, 9.550,322.5,353.9,282.6,  0.058
2021-01-05 16:00:00,610395,13.64, 9.110,   0.129,7.717566e-03,101.2, 6.238, 56.990,0.000,3.379, 19.000,  84.800, 5.591,292.3,354.7,282.3,  0.066
2021-01-05 17:00:00,610455,13.03, 7.730,   0.129,7.717616e-03,101.3, 5.646, 59.690,0.000,3.935,346.400,  10.460, 1.832,276.7,350.6,280.9,  0.175
2021-01-05 18:00:00,610515,12.89, 6.772,   0.086,5.145186e-03,101.4, 5.250, 60.950,0.000,1.713, 65.460,  -3.800, 1.637,267.7,347.0,279.9, -0.432
2021-01-05 19:00:00,610575,12.85, 6.252,   0.093,5.573988e-03,101.4, 4.853, 61.650,0.000,5.196,  2.112,  -2.797, 1.015,281.5,345.9,279.4, -0.364
2021-01-05 20:00:00,610635,12.82, 6.185,   0.107,6.431515e-03,101.5, 4.579, 63.120,0.000,3.167, 54.960,  -2.338, 0.708,302.7,346.2,279.3, -0.303
2021-01-05 21:00:00,610695,12.79, 6.050,   0.129,7.717793e-03,101.6, 4.271, 64.450,0.000,3.182, 19.600,  -1.778, 0.519,315.4,346.4,279.2, -0.294
2021-01-05 22:00:00,610755,12.77, 5.916,   0.093,5.573962e-03,101.6, 4.010, 65.820,0.000,1.548,262.600,  -1.601, 0.559,312.2,345.9,279.1, -0.349
2021-01-05 23:00:00,610815,12.75, 5.774,   0.093,5.573980e-03,101.6, 3.879, 66.270,0.000,1.312,354.000,  -1.158, 0.410,324.9,346.1,278.9, -0.355
2021-01-06 00:00:00,610875,12.73, 5.416,   0.093,5.573983e-03,101.7, 3.379, 66.770,0.000,2.133,  9.020,  -0.905, 0.549,324.9,346.0,278.6, -0.607
2021-01-06 01:00:00,610935,12.70, 4.914,   0.100,6.002923e-03,101.7, 2.803, 65.160,0.000,2.688,  4.992,  -1.810, 0.926,306.1,345.4,278.1, -0.512
2021-01-06 02:00:00,610995,12.67, 4.404,   0.107,6.431737e-03,101.7, 2.432, 63.210,0.000,2.215, 26.250,  -1.149, 0.635,317.9,343.4,277.6, -0.553
2021-01-06 03:00:00,611055,12.65, 4.234,   0.129,7.718061e-03,101.8, 2.199, 63.900,0.000,4.278,  7.703,  -0.933, 0.585,318.0,343.9,277.4, -0.628
2021-01-06 04:00:00,611115,12.62, 4.030,   0.107,6.431725e-03,101.8, 1.971, 64.340,0.000,2.522,  5.790,  -1.168, 0.708,315.8,342.9,277.2, -0.607
2021-01-06 05:00:00,611175,12.58, 3.850,   0.114,6.860508e-03,101.8, 1.901, 62.020,0.000,2.179,  6.078,  -1.228, 0.790,313.4,342.4,277.0, -0.644
2021-01-06 06:00:00,611235,12.56, 3.749,   0.107,6.431720e-03,101.9, 1.854, 64.220,0.000,2.060,337.200,  -1.240, 0.873,310.4,342.3,276.9, -0.704
2021-01-06 07:00:00,611295,12.54, 3.328,   0.086,5.145407e-03,101.9, 1.530, 66.030,0.000,1.581,336.600,  -4.076, 1.772,252.3,339.9,276.5, -0.435
2021-01-06 08:00:00,611355,12.56, 2.910,   0.214,1.286368e-02,102.0, 1.661, 67.700,0.000,5.269,  6.589,  15.240, 2.454,256.0,338.7,276.1,  0.161
2021-01-06 09:00:00,611415,12.83, 3.090,   0.172,1.029101e-02,102.1, 1.903, 67.050,0.000,1.957,354.500,  48.010, 5.201,255.3,337.2,276.2,  0.108
2021-01-06 10:00:00,611475,13.65, 4.889,   0.286,1.715099e-02,102.1, 2.831, 62.610,0.000,2.403, 20.980, 139.100, 1.237,258.7,340.1,278.0,  0.009
2021-01-06 11:00:00,611535,13.53, 5.651,   0.093,5.573982e-03,102.1, 3.426, 62.960,0.000,2.925, 40.990,  99.400, 4.794,267.9,343.9,278.8,  0.048
2021-01-06 12:00:00,611595,13.64, 7.155,   0.222,1.329154e-02,102.0, 3.965, 58.240,0.000,4.392,350.600, 635.000,23.730,305.4,347.8,280.3,  0.038
2021-01-06 13:00:00,611655,13.64, 8.070,   0.257,1.543521e-02,102.0, 4.475, 57.150,0.000,2.107,348.900, 336.300,12.260,268.4,348.9,281.2,  0.034
2021-01-06 14:00:00,611715,13.61, 8.560,   0.229,1.372005e-02,101.9, 4.847, 53.770,0.000,2.048, 34.940, 544.200,28.770,273.2,350.0,281.7,  0.053
2021-01-06 15:00:00,611775,13.61, 8.350,   0.179,1.071884e-02,101.9, 5.155, 54.240,0.000,2.958, 10.160, 418.000,32.760,267.1,348.0,281.5,  0.078
2021-01-06 16:00:00,611835,13.33, 7.257,   0.093,5.573863e-03,102.0, 4.494, 57.040,0.000,1.831, 48.580,  45.310, 4.341,264.0,350.7,280.4,  0.096
2021-01-06 17:00:00,611895,13.03, 5.822,   0.086,5.145219e-03,102.1, 3.251, 61.670,0.000,2.133, 64.490,  11.160, 2.245,263.2,347.3,279.0,  0.201
2021-01-06 18:00:00,611955,12.88, 4.101,   0.079,4.716603e-03,102.1, 2.394, 66.520,0.000,2.453,  0.076,  -3.829, 2.212,253.6,343.5,277.3, -0.578
2021-01-06 19:00:00,612015,12.83, 3.683,   0.107,6.431788e-03,102.1, 2.263, 68.330,0.000,4.336,323.100,  -1.984, 1.319,286.7,341.3,276.8, -0.665
2021-01-06 20:00:00,612075,12.80, 3.540,   0.093,5.574227e-03,102.1, 1.944, 70.750,0.000,5.217,344.600,  -2.468, 1.372,273.8,340.9,276.7, -0.557
2021-01-06 21:00:00,612135,12.77, 3.669,   0.129,7.718091e-03,102.1, 2.192, 67.350,0.000,4.745, 22.680,  -2.785, 0.919,272.5,340.5,276.8, -0.331
2021-01-06 22:00:00,612195,12.75, 3.325,   0.107,6.431773e-03,102.2, 2.022, 66.920,0.000,4.299,341.400,  -3.111, 1.865,254.4,339.6,276.5, -0.600
2021-01-06 23:00:00,612255,12.72, 3.135,   0.093,5.574219e-03,102.2, 1.716, 68.720,0.000,4.203, 18.840,  -3.725, 1.630,249.3,339.3,276.3, -0.438
2021-01-07 00:00:00,612315,12.70, 2.876,   0.100,6.003046e-03,102.1, 1.369, 72.180,0.000,4.853,  0.129,  -3.816, 1.270,247.5,338.8,276.0, -0.339
2021-01-07 01:00:00,612375,12.67, 2.469,   0.086,5.145568e-03,102.1, 1.050, 72.970,0.000,2.950,338.500,  -3.832, 1.848,244.9,337.9,275.6, -0.489
2021-01-07 02:00:00,612435,12.64, 2.161,   0.107,6.432000e-03,102.1, 0.538, 76.910,0.000,2.649,  3.110,  -4.361, 1.554,244.0,337.3,275.3, -0.358
2021-01-07 03:00:00,612495,12.61, 1.889,   0.086,5.145602e-03,102.1, 0.279, 77.950,0.000,3.360,351.400,  -4.468, 1.610,243.1,337.2,275.0, -0.362
